N,long_orig,lat_orig,name,fclass,additional_info,zone,buckets,time_windows,closed,type,id,lat_snapped_trucktest,long_snapped_trucktest,snapped_dist_trucktest
707.0,-73.95701475,40.6617355,1968,1.0,1968.0,BK2_3,1.0,,0.0,Customer,,40.661736,-73.957019,0.253648072
708.0,-73.95701475,40.6617355,1996,1.0,1996.0,BK2_3,1.0,,0.0,Customer,,40.661736,-73.957019,0.253648072
709.0,-73.91856874,40.68169976,2810,1.0,2810.0,BK4,1.0,,0.0,Customer,,40.681653,-73.918561,5.50654192
710.0,-73.9340931,40.66706449,2055,1.0,2055.0,BK2_3,1.0,,0.0,Customer,,40.667064,-73.934067,1.9478032010000002
711.0,-73.9811273,40.64174549,1685,1.0,1685.0,BK2_3,1.0,,0.0,Customer,,40.641884,-73.981355,24.701522789
712.0,-73.91874106,40.67455221,722,1.0,722.0,BK1,1.0,,0.0,Customer,,40.674401,-73.918753,16.920417479
713.0,-73.95701475,40.6617355,2023,1.0,2023.0,BK2_3,1.0,,0.0,Customer,,40.661736,-73.957019,0.253648072
714.0,-73.91995349,40.61404836,2767,1.0,2767.0,BK4,1.0,,0.0,Customer,,40.614058,-73.919936,1.750962407
715.0,-73.95085799,40.66904216,2444,1.0,2444.0,BK2_3,1.0,,0.0,Customer,,40.668981,-73.950865,6.682033329
716.0,-73.9414278,40.62742024,2703,0.0,2703.0,BK4,1.0,,0.0,Customer,,40.627337,-73.941421,9.130801666
717.0,-73.9414278,40.62742024,2646,0.0,2646.0,BK4,1.0,,0.0,Customer,,40.627337,-73.941421,9.130801666
718.0,-73.9414278,40.62742024,2941,0.0,2941.0,BK4,5.0,,0.0,Customer,,40.627337,-73.941421,9.130801666
719.0,-73.91856874,40.68169976,2654,0.0,2654.0,BK4,1.0,,0.0,Customer,,40.681653,-73.918561,5.50654192
720.0,-73.91856874,40.68169976,2711,0.0,2711.0,BK4,1.0,,0.0,Customer,,40.681653,-73.918561,5.50654192
721.0,-73.91856874,40.68169976,2945,0.0,2945.0,BK4,5.0,,0.0,Customer,,40.681653,-73.918561,5.50654192
722.0,-73.91856874,40.68169976,2655,0.0,2655.0,BK4,1.0,,0.0,Customer,,40.681653,-73.918561,5.50654192
723.0,-73.91856874,40.68169976,2712,0.0,2712.0,BK4,1.0,,0.0,Customer,,40.681653,-73.918561,5.50654192
724.0,-73.91856874,40.68169976,2947,0.0,2947.0,BK4,5.0,,0.0,Customer,,40.681653,-73.918561,5.50654192
725.0,-73.92879613,40.62768849,2802,1.0,2802.0,BK4,1.0,,0.0,Customer,,40.627687,-73.928825,2.548071661
726.0,-73.98330518,40.66212241,1610,1.0,1610.0,BK2_3,1.0,,0.0,Customer,,40.661905,-73.983489,28.497599794
727.0,-73.88502254,40.65489222,1165,0.0,1165.0,BK4,1.0,,0.0,Customer,,40.655073,-73.885159,23.072530952
728.0,-73.88502254,40.65489222,1363,0.0,1363.0,BK4,5.0,,0.0,Customer,,40.655073,-73.885159,23.072530952
729.0,-73.88502254,40.65489222,1321,1.0,1321.0,BK4,1.0,,0.0,Customer,,40.655073,-73.885159,23.072530952
730.0,-73.88502254,40.65489222,1105,0.0,1105.0,BK4,1.0,,0.0,Customer,,40.655073,-73.885159,23.072530952
731.0,-73.88502254,40.65489222,1366,0.0,1366.0,BK4,5.0,,0.0,Customer,,40.655073,-73.885159,23.072530952
732.0,-73.88502254,40.65489222,1168,0.0,1168.0,BK4,1.0,,0.0,Customer,,40.655073,-73.885159,23.072530952
733.0,-73.88502254,40.65489222,1108,0.0,1108.0,BK4,1.0,,0.0,Customer,,40.655073,-73.885159,23.072530952
734.0,-73.9828757,40.68981772,540,0.0,540.0,BK2_3,5.0,,0.0,Customer,,40.68982,-73.982874,0.202300636
735.0,-73.9828757,40.68981772,316,0.0,316.0,BK2_3,1.0,,0.0,Customer,,40.68982,-73.982874,0.202300636
736.0,-73.9828757,40.68981772,300,0.0,300.0,BK2_3,1.0,,0.0,Customer,,40.68982,-73.982874,0.202300636
737.0,-73.9828757,40.68981772,346,1.0,346.0,BK2_3,1.0,,0.0,Customer,,40.68982,-73.982874,0.202300636
738.0,-73.92092215,40.69887843,914,1.0,914.0,BK1,1.0,,0.0,Customer,,40.698922,-73.920999,8.142013409
739.0,-73.92092215,40.69887843,915,1.0,915.0,BK1,1.0,,0.0,Customer,,40.698922,-73.920999,8.142013409
740.0,-73.92877111,40.69271107,699,1.0,699.0,BK1,1.0,,0.0,Customer,,40.692739,-73.928511,22.285353931
741.0,-73.97387584,40.65466695,1578,1.0,1578.0,BK2_3,1.0,,0.0,Customer,,40.654465,-73.973741,25.206775745
742.0,-73.9638836,40.71248344,191,1.0,191.0,BK1,1.0,,0.0,Customer,,40.712292,-73.964003,23.445027413
743.0,-73.95701475,40.6617355,1939,0.0,1939.0,BK2_3,1.0,,0.0,Customer,,40.661736,-73.957019,0.253648072
744.0,-73.95701475,40.6617355,1923,0.0,1923.0,BK2_3,1.0,,0.0,Customer,,40.661736,-73.957019,0.253648072
745.0,-73.95701475,40.6617355,2083,0.0,2083.0,BK2_3,5.0,,0.0,Customer,,40.661736,-73.957019,0.253648072
746.0,-74.00072,40.69270107,1442,1.0,1442.0,BK2_3,1.0,,0.0,Customer,,40.692664,-74.000734,4.143866504
747.0,-74.00072,40.69270107,1446,1.0,1446.0,BK2_3,1.0,,0.0,Customer,,40.692664,-74.000734,4.143866504
748.0,-73.9877021,40.70127927,367,1.0,367.0,BK2_3,1.0,,0.0,Customer,,40.701279,-73.987703,0.168972329
749.0,-73.91526577,40.65112339,2816,1.0,2816.0,BK4,1.0,,0.0,Customer,,40.651019,-73.915431,17.980682649
750.0,-73.91526577,40.65112339,2794,1.0,2794.0,BK4,1.0,,0.0,Customer,,40.651019,-73.915431,17.980682649
751.0,-73.91526577,40.65112339,2830,1.0,2830.0,BK4,1.0,,0.0,Customer,,40.651019,-73.915431,17.980682649
752.0,-73.98232296,40.68786862,1408,0.0,1408.0,BK2_3,1.0,,0.0,Customer,,40.687599,-73.982507,33.876782801
753.0,-73.98232296,40.68786862,1423,0.0,1423.0,BK2_3,1.0,,0.0,Customer,,40.687599,-73.982507,33.876782801
754.0,-73.98232296,40.68786862,1562,0.0,1562.0,BK2_3,5.0,,0.0,Customer,,40.687599,-73.982507,33.876782801
755.0,-73.98232296,40.68786862,1448,1.0,1448.0,BK2_3,1.0,,0.0,Customer,,40.687599,-73.982507,33.876782801
756.0,-73.95527583,40.65169826,2520,1.0,2520.0,BK2_3,1.0,,0.0,Customer,,40.651405,-73.955249,32.727183321
757.0,-73.91859497,40.65827073,2401,1.0,2401.0,BK2_3,1.0,,0.0,Customer,,40.658376,-73.918432,17.915960916
758.0,-73.95671442,40.64979733,2508,1.0,2508.0,BK2_3,1.0,,0.0,Customer,,40.649814,-73.955799,77.192469083
759.0,-73.94531495,40.70036063,648,1.0,648.0,BK1,1.0,,0.0,Customer,,40.700331,-73.945308,3.137874552
760.0,-73.91995349,40.61404836,2628,0.0,2628.0,BK4,1.0,,0.0,Customer,,40.614058,-73.919936,1.750962407
761.0,-73.91995349,40.61404836,2685,0.0,2685.0,BK4,1.0,,0.0,Customer,,40.614058,-73.919936,1.750962407
762.0,-73.91995349,40.61404836,2917,0.0,2917.0,BK4,5.0,,0.0,Customer,,40.614058,-73.919936,1.750962407
763.0,-73.9354987,40.67559466,1761,0.0,1761.0,BK2_3,1.0,,0.0,Customer,,40.675306,-73.935527,32.056656082
764.0,-73.9354987,40.67559466,1740,0.0,1740.0,BK2_3,1.0,,0.0,Customer,,40.675306,-73.935527,32.056656082
765.0,-73.9354987,40.67559466,1895,0.0,1895.0,BK2_3,5.0,,0.0,Customer,,40.675306,-73.935527,32.056656082
766.0,-73.93616732,40.62791134,2727,0.0,2727.0,BK4,1.0,,0.0,Customer,,40.627656,-73.936138,28.408440632
767.0,-73.93616732,40.62791134,2962,0.0,2962.0,BK4,5.0,,0.0,Customer,,40.627656,-73.936138,28.408440632
768.0,-73.93616732,40.62791134,2671,0.0,2671.0,BK4,1.0,,0.0,Customer,,40.627656,-73.936138,28.408440632
769.0,-73.9451779,40.69526811,680,1.0,680.0,BK1,1.0,,0.0,Customer,,40.695087,-73.945139,20.218668551
770.0,-73.91859497,40.65827073,2404,1.0,2404.0,BK2_3,1.0,,0.0,Customer,,40.658376,-73.918432,17.915960916
771.0,-73.91859497,40.65827073,2395,1.0,2395.0,BK2_3,1.0,,0.0,Customer,,40.658376,-73.918432,17.915960916
772.0,-73.97905479,40.68752764,379,1.0,379.0,BK2_3,1.0,,0.0,Customer,,40.687517,-73.97917699999999,10.206511083
773.0,-73.91874106,40.67455221,720,1.0,720.0,BK1,1.0,,0.0,Customer,,40.674401,-73.918753,16.920417479
774.0,-73.91874106,40.67455221,724,1.0,724.0,BK1,1.0,,0.0,Customer,,40.674401,-73.918753,16.920417479
775.0,-73.93251155,40.69304652,1623,1.0,1623.0,BK2_3,1.0,,0.0,Customer,,40.693196,-73.93254,16.739118531
776.0,-73.95360482,40.64518155,2492,1.0,2492.0,BK2_3,1.0,,0.0,Customer,,40.645164,-73.954019,34.99009428
777.0,-73.97232808,40.69658111,395,1.0,395.0,BK2_3,1.0,,0.0,Customer,,40.696559,-73.97254,18.121510881
778.0,-73.93916681,40.62706901,2660,0.0,2660.0,BK4,1.0,,0.0,Customer,,40.627059,-73.939314,12.815513357
779.0,-73.93916681,40.62706901,2716,0.0,2716.0,BK4,1.0,,0.0,Customer,,40.627059,-73.939314,12.815513357
780.0,-73.93916681,40.62706901,2951,0.0,2951.0,BK4,5.0,,0.0,Customer,,40.627059,-73.939314,12.815513357
781.0,-73.96287157,40.68452395,297,1.0,297.0,BK2_3,1.0,,0.0,Customer,,40.684509,-73.963019,12.30406526
782.0,-73.9696418,40.68785257,538,1.0,538.0,BK2_3,2.0,,0.0,Customer,,40.68777,-73.969627,9.095870549
783.0,-73.97879426,40.68965407,1486,1.0,1486.0,BK2_3,1.0,,0.0,Customer,,40.689683,-73.978588,18.025554839
784.0,-73.97879426,40.68965407,1487,1.0,1487.0,BK2_3,1.0,,0.0,Customer,,40.689683,-73.978588,18.025554839
785.0,-73.97090507,40.69186807,493,1.0,493.0,BK2_3,1.0,,0.0,Customer,,40.691901,-73.970608,25.042529403
786.0,-73.97615707,40.64979958,1714,1.0,1714.0,BK2_3,1.0,,0.0,Customer,,40.64994,-73.975702,41.63919118
787.0,-73.94777052,40.66236423,2077,0.0,2077.0,BK2_3,4.0,,0.0,Customer,,40.662357,-73.947897,10.858717993
788.0,-73.87094086,40.65706064,1205,1.0,1205.0,BK4,1.0,,0.0,Customer,,40.657167,-73.871018,13.25737424
789.0,-73.94143051,40.71307104,166,1.0,166.0,BK1,1.0,,0.0,Customer,,40.713116,-73.941269,14.450735908
790.0,-73.88736868,40.66622737,1232,1.0,1232.0,BK4,1.0,,0.0,Customer,,40.666178,-73.887711,29.631223048
791.0,-73.91995895,40.65936411,2099,1.0,2099.0,BK4,1.0,,0.0,Customer,,40.65939,-73.920086,11.067090869
792.0,-73.91802285,40.68849098,945,1.0,945.0,BK1,1.0,,0.0,Customer,,40.688616,-73.918242,23.142948085
793.0,-73.95053146,40.68060479,739,1.0,739.0,BK1,1.0,,0.0,Customer,,40.680443,-73.950546,17.812536113
794.0,-73.91718521,40.67669706,664,1.0,664.0,BK1,1.0,,0.0,Customer,,40.676754,-73.917177,6.349907713
795.0,-73.92879613,40.62768849,2567,1.0,2567.0,BK4,1.0,,0.0,Customer,,40.627687,-73.928825,2.548071661
796.0,-73.90931384,40.70417688,1000,1.0,1000.0,BK1,1.0,,0.0,Customer,,40.703926,-73.909576,35.523383872
797.0,-73.92274333,40.6620832,2819,1.0,2819.0,BK4,1.0,,0.0,Customer,,40.662163,-73.922834,11.642315665
798.0,-73.92274333,40.6620832,2818,1.0,2818.0,BK4,1.0,,0.0,Customer,,40.662163,-73.922834,11.642315665
799.0,-73.92274333,40.6620832,2825,1.0,2825.0,BK4,1.0,,0.0,Customer,,40.662163,-73.922834,11.642315665
800.0,-73.93915942,40.71320001,42,0.0,42.0,BK1,1.0,,0.0,Customer,,40.71311,-73.939126,10.471678556
801.0,-73.93915942,40.71320001,16,0.0,16.0,BK1,1.0,,0.0,Customer,,40.71311,-73.939126,10.471678556
802.0,-73.93915942,40.71320001,234,0.0,234.0,BK1,5.0,,0.0,Customer,,40.71311,-73.939126,10.471678556
803.0,-73.99485461,40.69041865,1514,1.0,1514.0,BK2_3,1.0,,0.0,Customer,,40.690383,-73.994875,4.143866504
804.0,-73.99485461,40.69041865,1513,1.0,1513.0,BK2_3,1.0,,0.0,Customer,,40.690383,-73.994875,4.143866504
805.0,-73.88018415,40.65377917,1291,1.0,1291.0,BK4,1.0,,0.0,Customer,,40.653252,-73.881359,115.536046045
806.0,-73.95632346,40.70356636,220,1.0,220.0,BK1,1.0,,0.0,Customer,,40.703531,-73.95628,5.428899366
807.0,-73.98678242,40.70498592,354,1.0,354.0,BK2_3,1.0,,0.0,Customer,,40.704418,-73.986812,63.223793246
808.0,-73.98678242,40.70498592,361,1.0,361.0,BK2_3,1.0,,0.0,Customer,,40.704418,-73.986812,63.223793246
809.0,-73.92892691,40.69626719,743,1.0,743.0,BK1,1.0,,0.0,Customer,,40.696253,-73.928911,1.8668402450000001
810.0,-73.95930082,40.66213363,2021,1.0,2021.0,BK2_3,1.0,,0.0,Customer,,40.661827,-73.959264,33.983703678
811.0,-73.9877021,40.70127927,353,1.0,353.0,BK2_3,1.0,,0.0,Customer,,40.701279,-73.987703,0.168972329
812.0,-73.9877021,40.70127927,355,1.0,355.0,BK2_3,1.0,,0.0,Customer,,40.701279,-73.987703,0.168972329
813.0,-73.9828757,40.68981772,364,1.0,364.0,BK2_3,1.0,,0.0,Customer,,40.68982,-73.982874,0.202300636
814.0,-73.9828757,40.68981772,369,1.0,369.0,BK2_3,1.0,,0.0,Customer,,40.68982,-73.982874,0.202300636
815.0,-73.9828757,40.68981772,368,1.0,368.0,BK2_3,1.0,,0.0,Customer,,40.68982,-73.982874,0.202300636
816.0,-73.98351303,40.69146828,455,1.0,455.0,BK2_3,1.0,,0.0,Customer,,40.691465,-73.983429,7.105617693
817.0,-73.92885012,40.70600207,913,1.0,913.0,BK1,1.0,,0.0,Customer,,40.706111,-73.928879,12.492771481
818.0,-73.9536938,40.67781475,1795,1.0,1795.0,BK2_3,1.0,,0.0,Customer,,40.678016,-73.953624,23.264909378
819.0,-73.9877021,40.70127927,317,0.0,317.0,BK2_3,1.0,,0.0,Customer,,40.701279,-73.987703,0.168972329
820.0,-73.9877021,40.70127927,301,0.0,301.0,BK2_3,1.0,,0.0,Customer,,40.701279,-73.987703,0.168972329
821.0,-73.9877021,40.70127927,541,0.0,541.0,BK2_3,5.0,,0.0,Customer,,40.701279,-73.987703,0.168972329
822.0,-73.91579087,40.66445063,2183,1.0,2183.0,BK4,1.0,,0.0,Customer,,40.664714,-73.91586,29.624318752
823.0,-73.94419627,40.61970336,2904,1.0,2904.0,BK4,1.0,,0.0,Customer,,40.619755,-73.944209,5.616343678
824.0,-73.94338919,40.66831906,1886,1.0,1886.0,BK2_3,1.0,,0.0,Customer,,40.668149,-73.943405,19.031138718
825.0,-73.96287157,40.68452395,488,1.0,488.0,BK2_3,1.0,,0.0,Customer,,40.684509,-73.963019,12.30406526
826.0,-73.96287157,40.68452395,534,1.0,534.0,BK2_3,1.0,,0.0,Customer,,40.684509,-73.963019,12.30406526
827.0,-73.96287157,40.68452395,511,1.0,511.0,BK2_3,1.0,,0.0,Customer,,40.684509,-73.963019,12.30406526
828.0,-73.95553978,40.70738299,189,1.0,189.0,BK1,1.0,,0.0,Customer,,40.707422,-73.955655,10.376725737
829.0,-73.95553978,40.70738299,190,1.0,190.0,BK1,1.0,,0.0,Customer,,40.707422,-73.955655,10.376725737
830.0,-73.97833581,40.68111815,2113,0.0,2113.0,BK4,1.0,,0.0,Customer,,40.681179,-73.978292,7.609275795
831.0,-73.97833581,40.68111815,2218,0.0,2218.0,BK4,5.0,,0.0,Customer,,40.681179,-73.978292,7.609275795
832.0,-73.97833581,40.68111815,2138,0.0,2138.0,BK4,1.0,,0.0,Customer,,40.681179,-73.978292,7.609275795
833.0,-73.91802285,40.68849098,948,1.0,948.0,BK1,1.0,,0.0,Customer,,40.688616,-73.918242,23.142948085
834.0,-73.98734824,40.69832056,1450,1.0,1450.0,BK2_3,1.0,,0.0,Customer,,40.698319,-73.987262,7.447797744
835.0,-74.00792959,40.67766981,1506,1.0,1506.0,BK2_3,1.0,,0.0,Customer,,40.677365,-74.007471,51.318196629
836.0,-74.00792959,40.67766981,1480,1.0,1480.0,BK2_3,1.0,,0.0,Customer,,40.677365,-74.007471,51.318196629
837.0,-73.95662826,40.70649346,184,1.0,184.0,BK1,1.0,,0.0,Customer,,40.706335,-73.956451,22.998799042
838.0,-73.95087737,40.71883963,181,1.0,181.0,BK1,1.0,,0.0,Customer,,40.718939,-73.950891,11.307314218
839.0,-73.96169209,40.69672891,332,1.0,332.0,BK2_3,1.0,,0.0,Customer,,40.696727,-73.961698,0.43708811200000003
840.0,-73.96169209,40.69672891,333,1.0,333.0,BK2_3,1.0,,0.0,Customer,,40.696727,-73.961698,0.43708811200000003
841.0,-73.96169209,40.69672891,347,1.0,347.0,BK2_3,1.0,,0.0,Customer,,40.696727,-73.961698,0.43708811200000003
842.0,-73.96287157,40.68452395,503,1.0,503.0,BK2_3,1.0,,0.0,Customer,,40.684509,-73.963019,12.30406526
843.0,-73.96287157,40.68452395,502,1.0,502.0,BK2_3,1.0,,0.0,Customer,,40.684509,-73.963019,12.30406526
844.0,-73.87125359,40.66438571,1055,1.0,1055.0,BK4,1.0,,0.0,Customer,,40.664387,-73.871253,0.084549357
845.0,-73.93577063,40.71065296,158,1.0,158.0,BK1,1.0,,0.0,Customer,,40.710837,-73.935852,21.83991388
846.0,-73.93616732,40.62791134,2905,1.0,2905.0,BK4,1.0,,0.0,Customer,,40.627656,-73.936138,28.408440632
847.0,-73.98232296,40.68786862,1449,1.0,1449.0,BK2_3,1.0,,0.0,Customer,,40.687599,-73.982507,33.876782801
848.0,-73.94892521,40.64401343,2495,1.0,2495.0,BK2_3,1.0,,0.0,Customer,,40.644018,-73.94884,7.559928101
849.0,-73.95527583,40.65169826,2288,0.0,2288.0,BK2_3,1.0,,0.0,Customer,,40.651405,-73.955249,32.727183321
850.0,-73.95527583,40.65169826,2319,0.0,2319.0,BK2_3,1.0,,0.0,Customer,,40.651405,-73.955249,32.727183321
851.0,-73.95527583,40.65169826,2555,0.0,2555.0,BK2_3,5.0,,0.0,Customer,,40.651405,-73.955249,32.727183321
852.0,-73.87094086,40.65706064,1078,0.0,1078.0,BK4,1.0,,0.0,Customer,,40.657167,-73.871018,13.25737424
853.0,-73.87094086,40.65706064,1335,0.0,1335.0,BK4,5.0,,0.0,Customer,,40.657167,-73.871018,13.25737424
854.0,-73.87094086,40.65706064,1138,0.0,1138.0,BK4,1.0,,0.0,Customer,,40.657167,-73.871018,13.25737424
855.0,-73.95787559,40.67817638,773,1.0,773.0,BK1,1.0,,0.0,Customer,,40.678086,-73.957911,10.483284597
856.0,-73.95033519,40.68336231,782,1.0,782.0,BK1,1.0,,0.0,Customer,,40.683251,-73.950311,12.355853003
857.0,-73.97658295,40.65560316,1703,1.0,1703.0,BK2_3,1.0,,0.0,Customer,,40.655589,-73.97664,4.869133852
858.0,-73.92660351,40.70562173,882,1.0,882.0,BK1,1.0,,0.0,Customer,,40.705623,-73.92661,0.436782773
859.0,-73.96265075,40.67369644,1909,1.0,1909.0,BK2_3,1.0,,0.0,Customer,,40.673529,-73.962712,19.074738576
860.0,-73.91579087,40.66445063,2178,1.0,2178.0,BK4,1.0,,0.0,Customer,,40.664714,-73.91586,29.624318752
861.0,-73.96287157,40.68452395,533,1.0,533.0,BK2_3,1.0,,0.0,Customer,,40.684509,-73.963019,12.30406526
862.0,-73.92489205,40.61352382,2883,1.0,2883.0,BK4,1.0,,0.0,Customer,,40.613501,-73.925286,33.696712454
863.0,-74.00365182,40.65942348,1677,1.0,1677.0,BK2_3,1.0,,0.0,Customer,,40.659363,-74.003719,8.722792033
864.0,-73.9242621,40.64571992,2379,1.0,2379.0,BK2_3,1.0,,0.0,Customer,,40.645754,-73.924596,28.41325383
865.0,-73.88675122,40.67609427,1207,1.0,1207.0,BK4,1.0,,0.0,Customer,,40.676124,-73.886543,17.732901146
866.0,-73.97387584,40.65466695,1687,1.0,1687.0,BK2_3,1.0,,0.0,Customer,,40.654465,-73.973741,25.206775745
867.0,-73.98678242,40.70498592,334,1.0,334.0,BK2_3,1.0,,0.0,Customer,,40.704418,-73.986812,63.223793246
868.0,-73.91579087,40.66445063,2186,1.0,2186.0,BK4,1.0,,0.0,Customer,,40.664714,-73.91586,29.624318752
869.0,-73.91608269,40.61878471,2881,1.0,2881.0,BK4,1.0,,0.0,Customer,,40.618768,-73.916182,8.529530113
870.0,-73.96305156,40.70898936,178,1.0,178.0,BK1,1.0,,0.0,Customer,,40.708599,-73.963129,43.696969664
871.0,-73.91608269,40.61878471,2662,0.0,2662.0,BK4,1.0,,0.0,Customer,,40.618768,-73.916182,8.529530113
872.0,-73.91608269,40.61878471,2953,0.0,2953.0,BK4,5.0,,0.0,Customer,,40.618768,-73.916182,8.529530113
873.0,-73.91608269,40.61878471,2718,0.0,2718.0,BK4,1.0,,0.0,Customer,,40.618768,-73.916182,8.529530113
874.0,-73.94338919,40.66831906,1827,1.0,1827.0,BK2_3,1.0,,0.0,Customer,,40.668149,-73.943405,19.031138718
875.0,-73.96287157,40.68452395,504,1.0,504.0,BK2_3,1.0,,0.0,Customer,,40.684509,-73.963019,12.30406526
876.0,-73.96452251,40.69310224,747,1.0,747.0,BK1,1.0,,0.0,Customer,,40.693039,-73.964512,7.27764952
877.0,-73.92274333,40.6620832,2788,1.0,2788.0,BK4,1.0,,0.0,Customer,,40.662163,-73.922834,11.642315665
878.0,-73.93107507,40.65831385,2368,1.0,2368.0,BK2_3,1.0,,0.0,Customer,,40.658314,-73.931082,0.507296144
879.0,-73.91608269,40.61878471,2836,1.0,2836.0,BK4,1.0,,0.0,Customer,,40.618768,-73.916182,8.529530113
880.0,-73.91608269,40.61878471,2850,1.0,2850.0,BK4,1.0,,0.0,Customer,,40.618768,-73.916182,8.529530113
881.0,-73.91895408,40.6254728,2851,1.0,2851.0,BK4,1.0,,0.0,Customer,,40.625476,-73.918904,4.159374013
882.0,-73.98235858,40.69226259,401,1.0,401.0,BK2_3,1.0,,0.0,Customer,,40.692217,-73.982516,13.98635465
883.0,-73.99127797,40.68421742,1474,1.0,1474.0,BK2_3,1.0,,0.0,Customer,,40.683905,-73.991491,38.870886995
884.0,-73.99127797,40.68421742,1473,1.0,1473.0,BK2_3,1.0,,0.0,Customer,,40.683905,-73.991491,38.870886995
885.0,-73.96287157,40.68452395,513,1.0,513.0,BK2_3,1.0,,0.0,Customer,,40.684509,-73.963019,12.30406526
886.0,-73.96287157,40.68452395,486,1.0,486.0,BK2_3,1.0,,0.0,Customer,,40.684509,-73.963019,12.30406526
887.0,-73.96287157,40.68452395,508,1.0,508.0,BK2_3,1.0,,0.0,Customer,,40.684509,-73.963019,12.30406526
888.0,-73.96705424,40.6712581,1785,1.0,1785.0,BK2_3,1.0,,0.0,Customer,,40.671419,-73.967893,73.018508067
889.0,-73.96705424,40.6712581,1788,1.0,1788.0,BK2_3,1.0,,0.0,Customer,,40.671419,-73.967893,73.018508067
890.0,-73.97658295,40.65560316,1699,1.0,1699.0,BK2_3,1.0,,0.0,Customer,,40.655589,-73.97664,4.869133852
891.0,-73.99746989,40.68204983,1387,1.0,1387.0,BK2_3,1.0,,0.0,Customer,,40.682072,-73.997456,2.718118828
892.0,-73.96166276,40.69181427,512,1.0,512.0,BK2_3,1.0,,0.0,Customer,,40.692208,-73.961884,47.608330695
893.0,-73.96166276,40.69181427,509,1.0,509.0,BK2_3,1.0,,0.0,Customer,,40.692208,-73.961884,47.608330695
894.0,-73.96166276,40.69181427,490,1.0,490.0,BK2_3,1.0,,0.0,Customer,,40.692208,-73.961884,47.608330695
895.0,-73.96166276,40.69181427,288,1.0,288.0,BK2_3,1.0,,0.0,Customer,,40.692208,-73.961884,47.608330695
896.0,-73.96166276,40.69181427,510,1.0,510.0,BK2_3,1.0,,0.0,Customer,,40.692208,-73.961884,47.608330695
897.0,-73.96166276,40.69181427,500,1.0,500.0,BK2_3,1.0,,0.0,Customer,,40.692208,-73.961884,47.608330695
898.0,-73.96166276,40.69181427,485,1.0,485.0,BK2_3,1.0,,0.0,Customer,,40.692208,-73.961884,47.608330695
899.0,-73.90758552,40.67495277,2231,0.0,2231.0,BK4,5.0,,0.0,Customer,,40.67458,-73.907619,41.51972346
900.0,-73.90758552,40.67495277,2148,0.0,2148.0,BK4,1.0,,0.0,Customer,,40.67458,-73.907619,41.51972346
901.0,-73.90758552,40.67495277,2164,1.0,2164.0,BK4,1.0,,0.0,Customer,,40.67458,-73.907619,41.51972346
902.0,-73.90758552,40.67495277,2123,0.0,2123.0,BK4,1.0,,0.0,Customer,,40.67458,-73.907619,41.51972346
903.0,-73.96287157,40.68452395,535,1.0,535.0,BK2_3,1.0,,0.0,Customer,,40.684509,-73.963019,12.30406526
904.0,-73.92276095,40.69385316,861,1.0,861.0,BK1,1.0,,0.0,Customer,,40.693747,-73.922576,19.375158111
905.0,-73.92276095,40.69385316,860,1.0,860.0,BK1,1.0,,0.0,Customer,,40.693747,-73.922576,19.375158111
906.0,-73.94854883,40.65994029,2016,1.0,2016.0,BK2_3,1.0,,0.0,Customer,,40.660241,-73.94858,33.651702053
907.0,-73.91874106,40.67455221,2207,1.0,2207.0,BK4,1.0,,0.0,Customer,,40.674401,-73.918753,16.920417479
908.0,-73.87376271,40.67667559,1226,1.0,1226.0,BK4,1.0,,0.0,Customer,,40.67667,-73.873793,2.491839918
909.0,-73.91545347,40.65894683,2211,1.0,2211.0,BK4,1.0,,0.0,Customer,,40.658898,-73.915787,28.924985641
910.0,-73.9278168,40.68182054,1874,1.0,1874.0,BK2_3,1.0,,0.0,Customer,,40.682086,-73.927872,29.888956525
911.0,-73.91789094,40.62230897,2926,0.0,2926.0,BK4,5.0,,0.0,Customer,,40.6223,-73.918079,15.869614054
912.0,-73.91789094,40.62230897,2694,0.0,2694.0,BK4,1.0,,0.0,Customer,,40.6223,-73.918079,15.869614054
913.0,-73.91789094,40.62230897,2637,0.0,2637.0,BK4,1.0,,0.0,Customer,,40.6223,-73.918079,15.869614054
914.0,-73.96118232,40.65531771,2005,1.0,2005.0,BK2_3,1.0,,0.0,Customer,,40.655189,-73.961095,16.201991158
915.0,-73.96118232,40.65531771,1954,1.0,1954.0,BK2_3,1.0,,0.0,Customer,,40.655189,-73.961095,16.201991158
916.0,-73.92274333,40.6620832,2739,1.0,2739.0,BK4,1.0,,0.0,Customer,,40.662163,-73.922834,11.642315665
917.0,-73.92274333,40.6620832,2568,1.0,2568.0,BK4,1.0,,0.0,Customer,,40.662163,-73.922834,11.642315665
918.0,-73.90561057,40.65419095,2159,1.0,2159.0,BK4,1.0,,0.0,Customer,,40.654204,-73.905512,8.347336650999999
919.0,-73.94531495,40.70036063,735,1.0,735.0,BK1,1.0,,0.0,Customer,,40.700331,-73.945308,3.137874552
920.0,-73.96315313,40.65503646,1995,1.0,1995.0,BK2_3,1.0,,0.0,Customer,,40.655265,-73.962903,32.81999724
921.0,-73.96118232,40.65531771,2029,1.0,2029.0,BK2_3,1.0,,0.0,Customer,,40.655189,-73.961095,16.201991158
922.0,-73.93157466,40.60472184,2611,0.0,2611.0,BK4,1.0,,0.0,Customer,,40.604498,-73.931511,25.295172378
